county,office,district,town,precinct,candidate,party,votes,state_election_id
Addison,State House,ADD-3,Waltham,,Arabella Holzapfel,Democratic,20,68486
Addison,State House,ADD-3,Addison,,Write Ins,Democratic,3,68486
Addison,State House,ADD-3,Ferrisburgh,,Write Ins,Democratic,2,68486
Addison,State House,ADD-3,Panton,,Write Ins,Democratic,1,68486
Addison,State House,ADD-3,Vergennes,,Write Ins,Democratic,1,68486
Addison,State House,ADD-3,Waltham,,Write Ins,Democratic,1,68486
Addison,State House,ADD-3,Addison,,Blanks,Democratic,40,68486
Addison,State House,ADD-3,Ferrisburgh,,Blanks,Democratic,124,68486
Addison,State House,ADD-3,Panton,,Blanks,Democratic,28,68486
Addison,State House,ADD-3,Vergennes,,Blanks,Democratic,85,68486
Addison,State House,ADD-3,Waltham,,Blanks,Democratic,19,68486
Addison,State House,ADD-3,Addison,,Total Votes Cast,Democratic,138,68486
Addison,State House,ADD-3,Ferrisburgh,,Total Votes Cast,Democratic,376,68486
Addison,State House,ADD-3,Panton,,Total Votes Cast,Democratic,82,68486
Addison,State House,ADD-3,Vergennes,,Total Votes Cast,Democratic,288,68486
Addison,State House,ADD-3,Waltham,,Total Votes Cast,Democratic,74,68486
Addison,State House,ADD-3,Addison,,Gregory Clark,Republican,34,68694
Addison,State House,ADD-3,Ferrisburgh,,Gregory Clark,Republican,32,68694
Addison,State House,ADD-3,Panton,,Gregory Clark,Republican,14,68694
Addison,State House,ADD-3,Vergennes,,Gregory Clark,Republican,24,68694
Addison,State House,ADD-3,Waltham,,Gregory Clark,Republican,1,68694
Addison,State House,ADD-3,Addison,,Write Ins,Republican,2,68694
Addison,State House,ADD-3,Ferrisburgh,,Write Ins,Republican,1,68694
Addison,State House,ADD-3,Panton,,Write Ins,Republican,1,68694
Addison,State House,ADD-3,Vergennes,,Write Ins,Republican,3,68694
Addison,State House,ADD-3,Waltham,,Write Ins,Republican,1,68694
Addison,State House,ADD-3,Addison,,Blanks,Republican,34,68694
Addison,State House,ADD-3,Ferrisburgh,,Blanks,Republican,31,68694
Addison,State House,ADD-3,Panton,,Blanks,Republican,13,68694
Addison,State House,ADD-3,Vergennes,,Blanks,Republican,29,68694
Addison,State House,ADD-3,Waltham,,Blanks,Republican,2,68694
Addison,State House,ADD-3,Addison,,Total Votes Cast,Republican,70,68694
Addison,State House,ADD-3,Ferrisburgh,,Total Votes Cast,Republican,64,68694
Addison,State House,ADD-3,Panton,,Total Votes Cast,Republican,28,68694
Addison,State House,ADD-3,Vergennes,,Total Votes Cast,Republican,56,68694
Addison,State House,ADD-3,Waltham,,Total Votes Cast,Republican,4,68694
Addison,State House,ADD-4,Bristol,,Dave Sharpe,Democratic,170,68487
Addison,State House,ADD-4,Lincoln,,Dave Sharpe,Democratic,109,68487
Addison,State House,ADD-4,Monkton,,Dave Sharpe,Democratic,125,68487
Addison,State House,ADD-4,Starksboro,,Dave Sharpe,Democratic,95,68487
Addison,State House,ADD-4,Bristol,,Michael Fisher,Democratic,159,68487
Addison,State House,ADD-4,Lincoln,,Michael Fisher,Democratic,115,68487
Addison,State House,ADD-4,Monkton,,Michael Fisher,Democratic,122,68487
Addison,State House,ADD-4,Starksboro,,Michael Fisher,Democratic,96,68487
Addison,State House,ADD-4,Bristol,,Write Ins,Democratic,6,68487
Addison,State House,ADD-4,Lincoln,,Write Ins,Democratic,3,68487
Addison,State House,ADD-4,Monkton,,Write Ins,Democratic,2,68487
Addison,State House,ADD-4,Starksboro,,Write Ins,Democratic,0,68487
Addison,State House,ADD-4,Bristol,,Blanks,Democratic,78,68487
Addison,State House,ADD-4,Lincoln,,Blanks,Democratic,59,68487
Addison,State House,ADD-4,Monkton,,Blanks,Democratic,67,68487
Addison,State House,ADD-4,Starksboro,,Blanks,Democratic,53,68487
Addison,State House,ADD-4,Bristol,,Total Votes Cast,Democratic,413,68487
Addison,State House,ADD-4,Lincoln,,Total Votes Cast,Democratic,286,68487
Addison,State House,ADD-4,Monkton,,Total Votes Cast,Democratic,316,68487
Addison,State House,ADD-4,Starksboro,,Total Votes Cast,Democratic,244,68487
Addison,State House,ADD-5,Bridport,,Edward V. McGuire,Democratic,57,68488
Addison,State House,ADD-5,New Haven,,Edward V. McGuire,Democratic,93,68488
Addison,State House,ADD-5,Weybridge,,Edward V. McGuire,Democratic,70,68488
Addison,State House,ADD-5,Bridport,,Write Ins,Democratic,2,68488
Addison,State House,ADD-5,New Haven,,Write Ins,Democratic,5,68488
Addison,State House,ADD-5,Weybridge,,Write Ins,Democratic,0,68488
Addison,State House,ADD-5,Bridport,,Blanks,Democratic,14,68488
Addison,State House,ADD-5,New Haven,,Blanks,Democratic,33,68488
Addison,State House,ADD-5,Weybridge,,Blanks,Democratic,19,68488
Addison,State House,ADD-5,Bridport,,Total Votes Cast,Democratic,73,68488
Addison,State House,ADD-5,New Haven,,Total Votes Cast,Democratic,131,68488
Addison,State House,ADD-5,Weybridge,,Total Votes Cast,Democratic,89,68488
Addison,State House,ADD-5,Bridport,,Harvey Smith,Republican,31,68696
Addison,State House,ADD-5,New Haven,,Harvey Smith,Republican,36,68696
Addison,State House,ADD-5,Weybridge,,Harvey Smith,Republican,8,68696
Addison,State House,ADD-5,Bridport,,Write Ins,Republican,0,68696
Addison,State House,ADD-5,New Haven,,Write Ins,Republican,0,68696
Addison,State House,ADD-5,Weybridge,,Write Ins,Republican,0,68696
Addison,State House,ADD-5,Bridport,,Blanks,Republican,3,68696
Addison,State House,ADD-5,New Haven,,Blanks,Republican,0,68696
Addison,State House,ADD-5,Weybridge,,Blanks,Republican,3,68696
Addison,State House,ADD-5,Bridport,,Total Votes Cast,Republican,34,68696
Addison,State House,ADD-5,New Haven,,Total Votes Cast,Republican,36,68696
Addison,State House,ADD-5,Weybridge,,Total Votes Cast,Republican,11,68696
Bennington,State House,BEN-1,Pownal,,Bill Botzow,Democratic,124,68490
Bennington,State House,BEN-1,Woodford,,Bill Botzow,Democratic,28,68490
Bennington,State House,BEN-1,Pownal,,Write Ins,Democratic,0,68490
Bennington,State House,BEN-1,Woodford,,Write Ins,Democratic,0,68490
Bennington,State House,BEN-1,Pownal,,Blanks,Democratic,7,68490
Bennington,State House,BEN-1,Woodford,,Blanks,Democratic,0,68490
Bennington,State House,BEN-1,Pownal,,Total Votes Cast,Democratic,131,68490
Bennington,State House,BEN-1,Woodford,,Total Votes Cast,Democratic,28,68490
Bennington,State House,BEN-2-1,Bennington,,Timothy R. Corcoran,Democratic,471,68491
Bennington,State House,BEN-2-1,Bennington,,Brian Campion,Democratic,363,68491
Bennington,State House,BEN-2-1,Bennington,,Write Ins,Democratic,2,68491
Bennington,State House,BEN-2-1,Bennington,,Blanks,Democratic,322,68491
Bennington,State House,BEN-2-1,Bennington,,Total Votes Cast,Democratic,"1,158",68491
Bennington,State House,BEN-2-1,Bennington,,Warren H. Roaf,Republican,23,68699
Bennington,State House,BEN-2-1,Bennington,,Write Ins,Republican,4,68699
Bennington,State House,BEN-2-1,Bennington,,Blanks,Republican,35,68699
Bennington,State House,BEN-2-1,Bennington,,Total Votes Cast,Republican,62,68699
Bennington,State House,BEN-2-2,Bennington,,Anne Mook,Democratic,163,68492
Bennington,State House,BEN-2-2,Bennington,,Dale Gerity,Democratic,147,68492
Bennington,State House,BEN-2-2,Bennington,,Write Ins,Democratic,7,68492
Bennington,State House,BEN-2-2,Bennington,,Blanks,Democratic,119,68492
Bennington,State House,BEN-2-2,Bennington,,Total Votes Cast,Democratic,436,68492
Bennington,State House,BEN-2-2,Bennington,,Mary A. Morrissey,Republican,43,68700
Bennington,State House,BEN-2-2,Bennington,,Write Ins,Republican,0,68700
Bennington,State House,BEN-2-2,Bennington,,Blanks,Republican,43,68700
Bennington,State House,BEN-2-2,Bennington,,Total Votes Cast,Republican,86,68700
Bennington,State House,BEN-3,Shaftsbury,,Alice Miller,Democratic,168,68493
Bennington,State House,BEN-3,Sunderland,,Alice Miller,Democratic,5,68493
Bennington,State House,BEN-3,Shaftsbury,,Write Ins,Democratic,2,68493
Bennington,State House,BEN-3,Sunderland,,Write Ins,Democratic,0,68493
Bennington,State House,BEN-3,Shaftsbury,,Blanks,Democratic,11,68493
Bennington,State House,BEN-3,Sunderland,,Blanks,Democratic,2,68493
Bennington,State House,BEN-3,Shaftsbury,,Total Votes Cast,Democratic,181,68493
Bennington,State House,BEN-3,Sunderland,,Total Votes Cast,Democratic,7,68493
Bennington,State House,BEN-4,Arlington,,Jeff Wilson,Democratic,75,68494
Bennington,State House,BEN-4,Manchester,,Jeff Wilson,Democratic,120,68494
Bennington,State House,BEN-4,Sandgate,,Jeff Wilson,Democratic,21,68494
Bennington,State House,BEN-4,Sunderland,,Jeff Wilson,Democratic,22,68494
Bennington,State House,BEN-4,Arlington,,Cynthia Browning,Democratic,86,68494
Bennington,State House,BEN-4,Manchester,,Cynthia Browning,Democratic,100,68494
Bennington,State House,BEN-4,Sandgate,,Cynthia Browning,Democratic,22,68494
Bennington,State House,BEN-4,Sunderland,,Cynthia Browning,Democratic,19,68494
Bennington,State House,BEN-4,Arlington,,Write Ins,Democratic,1,68494
Bennington,State House,BEN-4,Manchester,,Write Ins,Democratic,2,68494
Bennington,State House,BEN-4,Sandgate,,Write Ins,Democratic,0,68494
Bennington,State House,BEN-4,Sunderland,,Write Ins,Democratic,0,68494
Bennington,State House,BEN-4,Arlington,,Blanks,Democratic,46,68494
Bennington,State House,BEN-4,Manchester,,Blanks,Democratic,80,68494
Bennington,State House,BEN-4,Sandgate,,Blanks,Democratic,7,68494
Bennington,State House,BEN-4,Sunderland,,Blanks,Democratic,15,68494
Bennington,State House,BEN-4,Arlington,,Total Votes Cast,Democratic,208,68494
Bennington,State House,BEN-4,Manchester,,Total Votes Cast,Democratic,302,68494
Bennington,State House,BEN-4,Sandgate,,Total Votes Cast,Democratic,50,68494
Bennington,State House,BEN-4,Sunderland,,Total Votes Cast,Democratic,56,68494
Rutland,State House,BEN-RUT,Danby,,Patti Komline,Republican,95,68703
Bennington,State House,BEN-RUT,Dorset,,Patti Komline,Republican,28,68703
Bennington,State House,BEN-RUT,Landgrove,,Patti Komline,Republican,2,68703
Rutland,State House,BEN-RUT,Mount Tabor,,Patti Komline,Republican,1,68703
Bennington,State House,BEN-RUT,Peru,,Patti Komline,Republican,14,68703
Rutland,State House,BEN-RUT,Danby,,Write Ins,Republican,2,68703
Bennington,State House,BEN-RUT,Dorset,,Write Ins,Republican,0,68703
Bennington,State House,BEN-RUT,Landgrove,,Write Ins,Republican,0,68703
Rutland,State House,BEN-RUT,Mount Tabor,,Write Ins,Republican,0,68703
Bennington,State House,BEN-RUT,Peru,,Write Ins,Republican,0,68703
Rutland,State House,BEN-RUT,Danby,,Blanks,Republican,13,68703
Bennington,State House,BEN-RUT,Dorset,,Blanks,Republican,0,68703
Bennington,State House,BEN-RUT,Landgrove,,Blanks,Republican,0,68703
Rutland,State House,BEN-RUT,Mount Tabor,,Blanks,Republican,0,68703
Bennington,State House,BEN-RUT,Peru,,Blanks,Republican,2,68703
Rutland,State House,BEN-RUT,Danby,,Total Votes Cast,Republican,110,68703
Bennington,State House,BEN-RUT,Dorset,,Total Votes Cast,Republican,28,68703
Bennington,State House,BEN-RUT,Landgrove,,Total Votes Cast,Republican,2,68703
Rutland,State House,BEN-RUT,Mount Tabor,,Total Votes Cast,Republican,1,68703
Bennington,State House,BEN-RUT,Peru,,Total Votes Cast,Republican,16,68703
Caledonia,State House,CAL-1,Barnet,,Claudette Sortino,Democratic,64,68496
Caledonia,State House,CAL-1,Ryegate,,Claudette Sortino,Democratic,74,68496
Caledonia,State House,CAL-1,Waterford,,Claudette Sortino,Democratic,35,68496
Caledonia,State House,CAL-1,Barnet,,Write Ins,Democratic,2,68496
Caledonia,State House,CAL-1,Ryegate,,Write Ins,Democratic,1,68496
Caledonia,State House,CAL-1,Waterford,,Write Ins,Democratic,2,68496
Caledonia,State House,CAL-1,Barnet,,Blanks,Democratic,10,68496
Caledonia,State House,CAL-1,Ryegate,,Blanks,Democratic,12,68496
Caledonia,State House,CAL-1,Waterford,,Blanks,Democratic,15,68496
Caledonia,State House,CAL-1,Barnet,,Total Votes Cast,Democratic,76,68496
Caledonia,State House,CAL-1,Ryegate,,Total Votes Cast,Democratic,87,68496
Caledonia,State House,CAL-1,Waterford,,Total Votes Cast,Democratic,52,68496
Caledonia,State House,CAL-1,Barnet,,Leigh B. Larocque,Republican,42,68704
Caledonia,State House,CAL-1,Ryegate,,Leigh B. Larocque,Republican,14,68704
Caledonia,State House,CAL-1,Waterford,,Leigh B. Larocque,Republican,16,68704
Caledonia,State House,CAL-1,Barnet,,Write Ins,Republican,3,68704
Caledonia,State House,CAL-1,Ryegate,,Write Ins,Republican,2,68704
Caledonia,State House,CAL-1,Waterford,,Write Ins,Republican,0,68704
Caledonia,State House,CAL-1,Barnet,,Blanks,Republican,4,68704
Caledonia,State House,CAL-1,Ryegate,,Blanks,Republican,1,68704
Caledonia,State House,CAL-1,Waterford,,Blanks,Republican,3,68704
Caledonia,State House,CAL-1,Barnet,,Total Votes Cast,Republican,49,68704
Caledonia,State House,CAL-1,Ryegate,,Total Votes Cast,Republican,17,68704
Caledonia,State House,CAL-1,Waterford,,Total Votes Cast,Republican,19,68704
Caledonia,State House,CAL-2,Hardwick,,Kristina I. Michelsen,Democratic,104,68497
Caledonia,State House,CAL-2,Stannard,,Kristina I. Michelsen,Democratic,14,68497
Caledonia,State House,CAL-2,Walden,,Kristina I. Michelsen,Democratic,39,68497
Caledonia,State House,CAL-2,Hardwick,,Write Ins,Democratic,4,68497
Caledonia,State House,CAL-2,Stannard,,Write Ins,Democratic,0,68497
Caledonia,State House,CAL-2,Walden,,Write Ins,Democratic,1,68497
Caledonia,State House,CAL-2,Hardwick,,Blanks,Democratic,38,68497
Caledonia,State House,CAL-2,Stannard,,Blanks,Democratic,1,68497
Caledonia,State House,CAL-2,Walden,,Blanks,Democratic,9,68497
Caledonia,State House,CAL-2,Hardwick,,Total Votes Cast,Democratic,146,68497
Caledonia,State House,CAL-2,Stannard,,Total Votes Cast,Democratic,15,68497
Caledonia,State House,CAL-2,Walden,,Total Votes Cast,Democratic,49,68497
Caledonia,State House,CAL-3,Saint Johnsbury,,Bob South,Democratic,169,68498
Caledonia,State House,CAL-3,Saint Johnsbury,,Michelle Fay,Democratic,164,68498
Caledonia,State House,CAL-3,Saint Johnsbury,,Write Ins,Democratic,14,68498
Caledonia,State House,CAL-3,Saint Johnsbury,,Blanks,Democratic,119,68498
Caledonia,State House,CAL-3,Saint Johnsbury,,Total Votes Cast,Democratic,466,68498
Caledonia,State House,CAL-3,Saint Johnsbury,,Gary Reis,Republican,72,68706
Caledonia,State House,CAL-3,Saint Johnsbury,,Write Ins,Republican,9,68706
Caledonia,State House,CAL-3,Saint Johnsbury,,Blanks,Republican,85,68706
Caledonia,State House,CAL-3,Saint Johnsbury,,Total Votes Cast,Republican,166,68706
Caledonia,State House,CAL-4,Burke,,Celeste Marie Girrell,Democratic,30,68499
Caledonia,State House,CAL-4,Lyndon,,Celeste Marie Girrell,Democratic,85,68499
Caledonia,State House,CAL-4,Sutton,,Celeste Marie Girrell,Democratic,18,68499
Caledonia,State House,CAL-4,Burke,,Write Ins,Democratic,3,68499
Caledonia,State House,CAL-4,Lyndon,,Write Ins,Democratic,19,68499
Caledonia,State House,CAL-4,Sutton,,Write Ins,Democratic,2,68499
Caledonia,State House,CAL-4,Burke,,Blanks,Democratic,71,68499
Caledonia,State House,CAL-4,Lyndon,,Blanks,Democratic,157,68499
Caledonia,State House,CAL-4,Sutton,,Blanks,Democratic,18,68499
Caledonia,State House,CAL-4,Burke,,Total Votes Cast,Democratic,104,68499
Caledonia,State House,CAL-4,Lyndon,,Total Votes Cast,Democratic,261,68499
Caledonia,State House,CAL-4,Sutton,,Total Votes Cast,Democratic,38,68499
Caledonia,State House,CAL-4,Burke,,Richard Lawrence,Republican,28,68707
Caledonia,State House,CAL-4,Lyndon,,Richard Lawrence,Republican,87,68707
Caledonia,State House,CAL-4,Sutton,,Richard Lawrence,Republican,16,68707
Caledonia,State House,CAL-4,Burke,,Martha Feltus,Republican,20,68707
Caledonia,State House,CAL-4,Lyndon,,Martha Feltus,Republican,77,68707
Caledonia,State House,CAL-4,Sutton,,Martha Feltus,Republican,14,68707
Caledonia,State House,CAL-4,Burke,,Write Ins,Republican,0,68707
Caledonia,State House,CAL-4,Lyndon,,Write Ins,Republican,1,68707
Caledonia,State House,CAL-4,Sutton,,Write Ins,Republican,2,68707
Caledonia,State House,CAL-4,Burke,,Blanks,Republican,8,68707
Caledonia,State House,CAL-4,Lyndon,,Blanks,Republican,29,68707
Caledonia,State House,CAL-4,Sutton,,Blanks,Republican,4,68707
Caledonia,State House,CAL-4,Burke,,Total Votes Cast,Republican,56,68707
Caledonia,State House,CAL-4,Lyndon,,Total Votes Cast,Republican,194,68707
Caledonia,State House,CAL-4,Sutton,,Total Votes Cast,Republican,36,68707
Washington,State House,CAL-WAS,Cabot,,Catherine Toll,Democratic,73,68500
Caledonia,State House,CAL-WAS,Danville,,Catherine Toll,Democratic,102,68500
Caledonia,State House,CAL-WAS,Peacham,,Catherine Toll,Democratic,78,68500
Washington,State House,CAL-WAS,Cabot,,Write Ins,Democratic,0,68500
Caledonia,State House,CAL-WAS,Danville,,Write Ins,Democratic,0,68500
Caledonia,State House,CAL-WAS,Peacham,,Write Ins,Democratic,1,68500
Washington,State House,CAL-WAS,Cabot,,Blanks,Democratic,11,68500
Caledonia,State House,CAL-WAS,Danville,,Blanks,Democratic,28,68500
Caledonia,State House,CAL-WAS,Peacham,,Blanks,Democratic,10,68500
Washington,State House,CAL-WAS,Cabot,,Total Votes Cast,Democratic,84,68500
Caledonia,State House,CAL-WAS,Danville,,Total Votes Cast,Democratic,130,68500
Caledonia,State House,CAL-WAS,Peacham,,Total Votes Cast,Democratic,89,68500
Chittenden,State House,CHT-1,Richmond,,Anne T. O Brien,Democratic,430,68522
Chittenden,State House,CHT-1,Richmond,,Write Ins,Democratic,0,68522
Chittenden,State House,CHT-1,Richmond,,Blanks,Democratic,73,68522
Chittenden,State House,CHT-1,Richmond,,Total Votes Cast,Democratic,503,68522
Chittenden,State House,CHT-10,Milton,,Todd Buik,Democratic,266,68501
Chittenden,State House,CHT-10,Milton,,Write Ins,Democratic,41,68501
Chittenden,State House,CHT-10,Milton,,Blanks,Democratic,567,68501
Chittenden,State House,CHT-10,Milton,,Total Votes Cast,Democratic,874,68501
Chittenden,State House,CHT-10,Milton,,Donald H. Turner,Republican,179,68709
Chittenden,State House,CHT-10,Milton,,Ronald E. Hubert,Republican,139,68709
Chittenden,State House,CHT-10,Milton,,Write Ins,Republican,1,68709
Chittenden,State House,CHT-10,Milton,,Blanks,Republican,555,68709
Chittenden,State House,CHT-10,Milton,,Total Votes Cast,Republican,874,68709
Chittenden,State House,CHT-2,Williston,,Jim McCullough,Democratic,679,68523
Chittenden,State House,CHT-2,Williston,,Terry Macaig,Democratic,634,68523
Chittenden,State House,CHT-2,Williston,,Write Ins,Democratic,10,68523
Chittenden,State House,CHT-2,Williston,,Blanks,Democratic,368,68523
Chittenden,State House,CHT-2,Williston,,Total Votes Cast,Democratic,"1,691",68523
Chittenden,State House,CHT-2,Williston,,Jay P. Michaud,Republican,97,68731
Chittenden,State House,CHT-2,Williston,,Thomas M. Nelson,Republican,88,68731
Chittenden,State House,CHT-2,Williston,,Write Ins,Republican,0,68731
Chittenden,State House,CHT-2,Williston,,Blanks,Republican,45,68731
Chittenden,State House,CHT-2,Williston,,Total Votes Cast,Republican,230,68731
Chittenden,State House,CHT-3,Jericho,,Bill Frank,Democratic,374,68524
Chittenden,State House,CHT-3,Underhill,,Bill Frank,Democratic,263,68524
Chittenden,State House,CHT-3,Jericho,,George Till,Democratic,400,68524
Chittenden,State House,CHT-3,Underhill,,George Till,Democratic,233,68524
Chittenden,State House,CHT-3,Jericho,,Write Ins,Democratic,6,68524
Chittenden,State House,CHT-3,Underhill,,Write Ins,Democratic,3,68524
Chittenden,State House,CHT-3,Jericho,,Blanks,Democratic,228,68524
Chittenden,State House,CHT-3,Underhill,,Blanks,Democratic,159,68524
Chittenden,State House,CHT-3,Jericho,,Total Votes Cast,Democratic,"1,008",68524
Chittenden,State House,CHT-3,Underhill,,Total Votes Cast,Democratic,658,68524
Chittenden,State House,CHT-3,Jericho,,Debbie Rackliff,Republican,83,68732
Chittenden,State House,CHT-3,Underhill,,Debbie Rackliff,Republican,44,68732
Chittenden,State House,CHT-3,Jericho,,Write Ins,Republican,39,68732
Chittenden,State House,CHT-3,Underhill,,Write Ins,Republican,11,68732
Chittenden,State House,CHT-3,Jericho,,Blanks,Republican,60,68732
Chittenden,State House,CHT-3,Underhill,,Blanks,Republican,37,68732
Chittenden,State House,CHT-3,Jericho,,Total Votes Cast,Republican,182,68732
Chittenden,State House,CHT-3,Underhill,,Total Votes Cast,Republican,92,68732
Chittenden,State House,CHT-4-1,Charlotte,,Mike Yantachka,Democratic,359,68502
Chittenden,State House,CHT-4-1,Hinesburg,,Mike Yantachka,Democratic,1,68502
Chittenden,State House,CHT-4-1,Charlotte,,Write Ins,Democratic,4,68502
Chittenden,State House,CHT-4-1,Hinesburg,,Write Ins,Democratic,0,68502
Chittenden,State House,CHT-4-1,Charlotte,,Blanks,Democratic,75,68502
Chittenden,State House,CHT-4-1,Hinesburg,,Blanks,Democratic,0,68502
Chittenden,State House,CHT-4-1,Charlotte,,Total Votes Cast,Democratic,438,68502
Chittenden,State House,CHT-4-1,Hinesburg,,Total Votes Cast,Democratic,1,68502
Chittenden,State House,CHT-4-1,Charlotte,,Ed Stone,Republican,31,68710
Chittenden,State House,CHT-4-1,Charlotte,,Write Ins,Republican,0,68710
Chittenden,State House,CHT-4-1,Charlotte,,Blanks,Republican,6,68710
Chittenden,State House,CHT-4-1,Charlotte,,Total Votes Cast,Republican,37,68710
Chittenden,State House,CHT-4-2,Hinesburg,,Bill Lippert,Democratic,361,68503
Chittenden,State House,CHT-4-2,Hinesburg,,Write Ins,Democratic,3,68503
Chittenden,State House,CHT-4-2,Hinesburg,,Blanks,Democratic,65,68503
Chittenden,State House,CHT-4-2,Hinesburg,,Total Votes Cast,Democratic,429,68503
Chittenden,State House,CHT-5-1,Shelburne,,Kathryn Webb,Democratic,451,68504
Chittenden,State House,CHT-5-1,Shelburne,,Write Ins,Democratic,1,68504
Chittenden,State House,CHT-5-1,Shelburne,,Blanks,Democratic,82,68504
Chittenden,State House,CHT-5-1,Shelburne,,Total Votes Cast,Democratic,534,68504
Chittenden,State House,CHT-5-2,Shelburne,,Joan G. Lenes,Democratic,293,68505
Chittenden,State House,CHT-5-2,Saint George,,Joan G. Lenes,Democratic,46,68505
Chittenden,State House,CHT-5-2,Shelburne,,Write Ins,Democratic,1,68505
Chittenden,State House,CHT-5-2,Saint George,,Write Ins,Democratic,0,68505
Chittenden,State House,CHT-5-2,Shelburne,,Blanks,Democratic,73,68505
Chittenden,State House,CHT-5-2,Saint George,,Blanks,Democratic,12,68505
Chittenden,State House,CHT-5-2,Shelburne,,Total Votes Cast,Democratic,367,68505
Chittenden,State House,CHT-5-2,Saint George,,Total Votes Cast,Democratic,58,68505
Chittenden,State House,CHT-5-2,Shelburne,,George Schiavone,Republican,66,68713
Chittenden,State House,CHT-5-2,Saint George,,George Schiavone,Republican,8,68713
Chittenden,State House,CHT-5-2,Shelburne,,Write Ins,Republican,0,68713
Chittenden,State House,CHT-5-2,Saint George,,Write Ins,Republican,0,68713
Chittenden,State House,CHT-5-2,Shelburne,,Blanks,Republican,4,68713
Chittenden,State House,CHT-5-2,Saint George,,Blanks,Republican,0,68713
Chittenden,State House,CHT-5-2,Shelburne,,Total Votes Cast,Republican,70,68713
Chittenden,State House,CHT-5-2,Saint George,,Total Votes Cast,Republican,8,68713
Chittenden,State House,CHT-6-1,Burlington,,Joanna Cole,Democratic,658,68506
Chittenden,State House,CHT-6-1,Burlington,,Bill Aswad,Democratic,619,68506
Chittenden,State House,CHT-6-1,Burlington,,Robert Hooper,Democratic,536,68506
Chittenden,State House,CHT-6-1,Burlington,,Write Ins,Democratic,13,68506
Chittenden,State House,CHT-6-1,Burlington,,Blanks,Democratic,568,68506
Chittenden,State House,CHT-6-1,Burlington,,Total Votes Cast,Democratic,"2,394",68506
Chittenden,State House,CHT-6-1,Burlington,,Kurt Wright,Republican,116,68714
Chittenden,State House,CHT-6-1,Burlington,,Write Ins,Republican,19,68714
Chittenden,State House,CHT-6-1,Burlington,,Blanks,Republican,120,68714
Chittenden,State House,CHT-6-1,Burlington,,Total Votes Cast,Republican,255,68714
Chittenden,State House,CHT-6-2,Burlington,,Jean O Sullivan,Democratic,460,68507
Chittenden,State House,CHT-6-2,Burlington,,Write Ins,Democratic,13,68507
